game,user_deck_covered,opp_logged_covered,both_covered,deck_distinct,deck_cards,user_missing,opp_missing
1913,1,1,1,21,40,,
1914,1,1,1,29,40,,
1915,1,1,1,24,40,,
1916,1,1,1,21,40,,
1917,1,1,1,21,40,,
1918,1,1,1,20,40,,
1919,1,1,1,18,40,,
1920,1,1,1,30,40,,
1921,1,1,1,21,40,,
1922,1,1,1,24,40,,
1923,1,1,1,20,40,,
1924,1,1,1,22,40,,
1925,1,1,1,20,40,,
1926,1,1,1,23,40,,
1927,1,1,1,22,40,,
1928,1,1,1,24,40,,
1929,1,1,1,25,40,,
1930,1,1,1,23,40,,
1931,1,1,1,24,40,,
1932,1,1,1,23,40,,
1933,1,1,1,22,40,,
1934,1,1,1,23,40,,
1935,1,1,1,24,40,,
1936,1,1,1,19,40,,
1937,1,1,1,26,42,,
1938,1,1,1,18,40,,
1939,1,1,1,25,40,,
1940,1,1,1,20,40,,
1941,1,1,1,27,40,,
1942,1,1,1,25,40,,
1943,1,1,1,22,40,,
1944,1,1,1,23,40,,
1945,1,1,1,27,40,,
1946,1,1,1,26,40,,
1947,1,1,1,24,40,,
1948,1,1,1,19,40,,
1949,1,1,1,21,40,,
1950,1,1,1,21,40,,
1951,1,1,1,20,40,,
1952,1,1,1,25,40,,
1953,1,1,1,23,40,,
1954,1,1,1,20,41,,
1955,1,1,1,22,40,,
1956,1,1,1,30,41,,
1957,1,1,1,22,40,,
1958,1,1,1,25,40,,
1959,1,1,1,26,40,,
1960,1,1,1,24,40,,
1961,1,1,1,20,40,,
1962,1,1,1,23,41,,
1963,1,1,1,24,41,,
1964,1,1,1,18,40,,
1965,1,1,1,21,40,,
1966,1,1,1,24,40,,
1967,1,1,1,23,40,,
1968,1,1,1,18,40,,
1969,1,1,1,18,40,,
1970,1,1,1,20,40,,
1971,1,1,1,21,40,,
1972,1,1,1,23,40,,
1973,1,1,1,23,40,,
1974,1,1,1,24,40,,
1975,1,1,1,19,40,,
1976,1,1,1,26,40,,
1977,1,1,1,25,40,,
1978,1,1,1,27,40,,
1979,1,1,1,24,41,,
1980,1,1,1,25,40,,
1981,1,1,1,26,40,,
1982,1,1,1,20,40,,
1983,1,1,1,21,40,,
1984,1,1,1,18,40,,
1985,1,1,1,21,40,,
1986,1,1,1,25,41,,
1987,1,1,1,20,40,,
1988,1,1,1,20,40,,
1989,1,1,1,21,40,,
1990,1,1,1,19,40,,
1991,1,1,1,22,40,,
1992,1,1,1,23,40,,
1993,1,1,1,21,40,,
1994,1,1,1,26,40,,
1995,1,1,1,26,40,,
1996,1,1,1,20,40,,
1997,1,1,1,23,40,,
1998,1,1,1,24,40,,
1999,1,1,1,21,40,,
